"volunteernumber" "activity" "feature" "mean"
21 "LAYING" "Body Accelerometer Jerk" -0.728607918239398
21 "LAYING" "Body Accelerometer Jerk Magnitude" -0.979350488027778
21 "LAYING" "Body Accelerometer Magnitude" -0.948250289194444
21 "LAYING" "Body Gyroscope" -0.731701167537037
21 "LAYING" "Body Gyroscope Jerk" -0.524428486874259
21 "LAYING" "Body Gyroscope Jerk Magnitude" -0.98336520275
21 "LAYING" "Body Gyroscope Magnitude" -0.952663406555556
21 "LAYING" "Gravity Accelerometer" -0.278026668137037
21 "LAYING" "Gravity Accelerometer Magnitude" -0.947391507333333
21 "SITTING" "Body Accelerometer" -0.717751791151667
21 "SITTING" "Body Accelerometer Jerk" -0.731351899287822
21 "SITTING" "Body Accelerometer Jerk Magnitude" -0.986200499617647
21 "SITTING" "Body Accelerometer Magnitude" -0.974001517735294
21 "SITTING" "Body Gyroscope" -0.735732292342555
21 "SITTING" "Body Gyroscope Jerk" -0.526675708833871
21 "SITTING" "Body Gyroscope Jerk Magnitude" -0.990421515
21 "SITTING" "Body Gyroscope Magnitude" -0.971515782264706
21 "SITTING" "Gravity Accelerometer" -0.338823804786274
21 "SITTING" "Gravity Accelerometer Magnitude" -0.973364625352941
21 "STANDING" "Body Accelerometer" -0.706542726241414
21 "STANDING" "Body Accelerometer Jerk" -0.723172457652093
21 "STANDING" "Body Accelerometer Jerk Magnitude" -0.972233022668539
21 "STANDING" "Body Accelerometer Magnitude" -0.959506843707865
21 "STANDING" "Body Gyroscope" -0.720213342488511
21 "STANDING" "Body Gyroscope Jerk" -0.520260115670581
21 "STANDING" "Body Gyroscope Jerk Magnitude" -0.976711038033708
21 "STANDING" "Body Gyroscope Magnitude" -0.949984437219101
21 "STANDING" "Gravity Accelerometer" -0.431967665636704
21 "STANDING" "Gravity Accelerometer Magnitude" -0.957847098146067
21 "WALKING" "Body Accelerometer" -0.105978512883894
21 "WALKING" "Body Accelerometer Jerk" -0.149072890755854
21 "WALKING" "Body Accelerometer Jerk Magnitude" -0.0986677797615385
21 "WALKING" "Body Accelerometer Magnitude" -0.278145398442308
21 "WALKING" "Body Gyroscope" -0.278918368128974
21 "WALKING" "Body Gyroscope Jerk" -0.236208547614744
21 "WALKING" "Body Gyroscope Jerk Magnitude" -0.451555345673077
21 "WALKING" "Body Gyroscope Magnitude" -0.403711375865385
21 "WALKING" "Gravity Accelerometer" -0.439677995448718
21 "WALKING" "Gravity Accelerometer Magnitude" -0.211582706846154
21 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.104012832371648
21 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.0885038558840741
21 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.047664423691
21 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.207284158800556
21 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.277503032829259
21 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.274249650579259
21 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.506107830944444
21 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.366038151717222
21 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.411415258777778
21 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.255056801357778
21 "WALKING_UPSTAIRS" "Body Accelerometer" -0.100949797780319
21 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.30216697367234
21 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.398099281515957
21 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.255192915872872
21 "WALKING_UPSTAIRS" "Body Gyroscope" -0.259784729381064
21 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.317775853492731
21 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.638888805319149
21 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.386998926723936
21 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.462669826453901
21 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.179759801320213
22 "LAYING" "Body Accelerometer" -0.690162304112755
22 "LAYING" "Body Accelerometer Jerk" -0.719177689037905
22 "LAYING" "Body Accelerometer Jerk Magnitude" -0.962327501770833
22 "LAYING" "Body Accelerometer Magnitude" -0.921871950673611
22 "LAYING" "Body Gyroscope" -0.711376800644792
22 "LAYING" "Body Gyroscope Jerk" -0.523216349702963
22 "LAYING" "Body Gyroscope Jerk Magnitude" -0.976336657291667
22 "LAYING" "Body Gyroscope Magnitude" -0.930034034618056
22 "LAYING" "Gravity Accelerometer" -0.309025028509491
22 "LAYING" "Gravity Accelerometer Magnitude" -0.922200780229167
22 "SITTING" "Body Accelerometer" -0.695694220055282
22 "SITTING" "Body Accelerometer Jerk" -0.726073929681976
22 "SITTING" "Body Accelerometer Jerk Magnitude" -0.970953765967742
22 "SITTING" "Body Accelerometer Magnitude" -0.934094951206452
22 "SITTING" "Body Gyroscope" -0.723088227168952
22 "SITTING" "Body Gyroscope Jerk" -0.523033445329301
22 "SITTING" "Body Gyroscope Jerk Magnitude" -0.979018341008065
22 "SITTING" "Body Gyroscope Magnitude" -0.940215424233871
22 "SITTING" "Gravity Accelerometer" -0.248462391467742
22 "SITTING" "Gravity Accelerometer Magnitude" -0.933251768953226
22 "STANDING" "Body Accelerometer" -0.700647516174511
22 "STANDING" "Body Accelerometer Jerk" -0.721137406150317
22 "STANDING" "Body Accelerometer Jerk Magnitude" -0.962774734880952
22 "STANDING" "Body Accelerometer Magnitude" -0.946864398650794
22 "STANDING" "Body Gyroscope" -0.713501676441138
22 "STANDING" "Body Gyroscope Jerk" -0.51754814675582
22 "STANDING" "Body Gyroscope Jerk Magnitude" -0.969603050634921
22 "STANDING" "Body Gyroscope Magnitude" -0.916172135396825
22 "STANDING" "Gravity Accelerometer" -0.360461703493122
22 "STANDING" "Gravity Accelerometer Magnitude" -0.947336988174603
22 "WALKING" "Body Accelerometer" -0.0334431211865996
22 "WALKING" "Body Accelerometer Jerk" -0.0182746164037355
22 "WALKING" "Body Accelerometer Jerk Magnitude" 0.0896780915054348
22 "WALKING" "Body Accelerometer Magnitude" -0.123726919960978
22 "WALKING" "Body Gyroscope" -0.234392090607609
22 "WALKING" "Body Gyroscope Jerk" -0.222493316577899
22 "WALKING" "Body Gyroscope Jerk Magnitude" -0.498864308315217
22 "WALKING" "Body Gyroscope Magnitude" -0.375945394461957
22 "WALKING" "Gravity Accelerometer" -0.364766859463768
22 "WALKING" "Gravity Accelerometer Magnitude" -0.0446749376556522
22 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.0587774382600208
22 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.0953195785997685
22 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0369486390320139
22 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.140568324694306
22 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.267768734468056
22 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.239621309775278
22 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.589550245833333
22 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.276384072934028
22 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.342126075435185
22 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.232133350235833
22 "WALKING_UPSTAIRS" "Body Accelerometer" 0.0350523143571627
22 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.13977959892754
22 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0951340167065476
22 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.0923229000791667
22 "WALKING_UPSTAIRS" "Body Gyroscope" -0.244381567886786
22 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.311781797504405
22 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.655402857797619
22 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.233628783092857
22 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.389763020116389
22 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" 0.02576256675
23 "LAYING" "Body Accelerometer" -0.715563747981481
23 "LAYING" "Body Accelerometer Jerk" -0.732298050543646
23 "LAYING" "Body Accelerometer Jerk Magnitude" -0.986535438368056
23 "LAYING" "Body Accelerometer Magnitude" -0.961760983993056
23 "LAYING" "Body Gyroscope" -0.732136954192801
23 "LAYING" "Body Gyroscope Jerk" -0.526805609872917
23 "LAYING" "Body Gyroscope Jerk Magnitude" -0.982326076458333
23 "LAYING" "Body Gyroscope Magnitude" -0.957977618263889
23 "LAYING" "Gravity Accelerometer" -0.323645308888889
23 "LAYING" "Gravity Accelerometer Magnitude" -0.960415593680556
23 "SITTING" "Body Accelerometer" -0.697420564076716
23 "SITTING" "Body Accelerometer Jerk" -0.727650131486881
23 "SITTING" "Body Accelerometer Jerk Magnitude" -0.975570690772059
23 "SITTING" "Body Accelerometer Magnitude" -0.935492996176471
23 "SITTING" "Body Gyroscope" -0.72724877490527
23 "SITTING" "Body Gyroscope Jerk" -0.524116800790686
23 "SITTING" "Body Gyroscope Jerk Magnitude" -0.981236828382353
23 "SITTING" "Body Gyroscope Magnitude" -0.941143394522059
23 "SITTING" "Gravity Accelerometer" -0.291356047959069
23 "SITTING" "Gravity Accelerometer Magnitude" -0.934522018088235
23 "STANDING" "Body Accelerometer" -0.70715304113114
23 "STANDING" "Body Accelerometer Jerk" -0.72647033056711
23 "STANDING" "Body Accelerometer Jerk Magnitude" -0.975583714227941
23 "STANDING" "Body Accelerometer Magnitude" -0.955539914522059
23 "STANDING" "Body Gyroscope" -0.715733652875931
23 "STANDING" "Body Gyroscope Jerk" -0.520763815194853
23 "STANDING" "Body Gyroscope Jerk Magnitude" -0.973808780036765
23 "STANDING" "Body Gyroscope Magnitude" -0.932904027536765
23 "STANDING" "Gravity Accelerometer" -0.389634030492794
23 "STANDING" "Gravity Accelerometer Magnitude" -0.954441062279412
23 "WALKING" "Body Accelerometer" -0.0674562807097881
23 "WALKING" "Body Accelerometer Jerk" -0.086075670837161
23 "WALKING" "Body Accelerometer Jerk Magnitude" -0.0394273013652542
23 "WALKING" "Body Accelerometer Magnitude" -0.202676130330847
23 "WALKING" "Body Gyroscope" -0.112270540643008
23 "WALKING" "Body Gyroscope Jerk" -0.107043971405876
23 "WALKING" "Body Gyroscope Jerk Magnitude" 0.174039232582881
23 "WALKING" "Body Gyroscope Magnitude" 0.0687128120737712
23 "WALKING" "Gravity Accelerometer" -0.376579665734463
23 "WALKING" "Gravity Accelerometer Magnitude" -0.154433187196441
23 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.104065629768735
23 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" 0.0273800804847068
23 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.241139975887037
23 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.169253015120833
23 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.0957003151922839
23 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.121095950798148
23 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" 0.0119992895291667
23 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" 0.00624603684398148
23 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.355946769540123
23 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.178787551023148
23 "WALKING_UPSTAIRS" "Body Accelerometer" -0.0432853770235457
23 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.273887949243627
23 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.357786411044118
23 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.231269426766176
23 "WALKING_UPSTAIRS" "Body Gyroscope" -0.23186612295098
23 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.306734292627124
23 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.551754362696078
23 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.343535001690343
23 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.412143732843137
23 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.141823700748039
24 "LAYING" "Body Accelerometer" -0.719381186850463
24 "LAYING" "Body Accelerometer Jerk" -0.730850992268333
24 "LAYING" "Body Accelerometer Jerk Magnitude" -0.983882099618056
24 "LAYING" "Body Accelerometer Magnitude" -0.9713607421875
24 "LAYING" "Body Gyroscope" -0.731060686946759
24 "LAYING" "Body Gyroscope Jerk" -0.525632751113426
24 "LAYING" "Body Gyroscope Jerk Magnitude" -0.980033424479167
24 "LAYING" "Body Gyroscope Magnitude" -0.959247978854167
24 "LAYING" "Gravity Accelerometer" -0.311688019259259
24 "LAYING" "Gravity Accelerometer Magnitude" -0.970604438333333
24 "SITTING" "Body Accelerometer" -0.713865993140907
24 "SITTING" "Body Accelerometer Jerk" -0.731644955123852
24 "SITTING" "Body Accelerometer Jerk Magnitude" -0.985264490367647
24 "SITTING" "Body Accelerometer Magnitude" -0.966879033308824
24 "SITTING" "Body Gyroscope" -0.737291239982353
24 "SITTING" "Body Gyroscope Jerk" -0.526410805939951
24 "SITTING" "Body Gyroscope Jerk Magnitude" -0.990954691213235
24 "SITTING" "Body Gyroscope Magnitude" -0.970242508713235
24 "SITTING" "Gravity Accelerometer" -0.285551268817647
24 "SITTING" "Gravity Accelerometer Magnitude" -0.966379419852941
24 "STANDING" "Body Accelerometer" -0.702570340283102
24 "STANDING" "Body Accelerometer Jerk" -0.724913432204819
24 "STANDING" "Body Accelerometer Jerk Magnitude" -0.974044040434783
24 "STANDING" "Body Accelerometer Magnitude" -0.951887668478261
24 "STANDING" "Body Gyroscope" -0.726454961089251
24 "STANDING" "Body Gyroscope Jerk" -0.522533989229952
24 "STANDING" "Body Gyroscope Jerk Magnitude" -0.980814331376812
24 "STANDING" "Body Gyroscope Magnitude" -0.956488216014493
24 "STANDING" "Gravity Accelerometer" -0.356392581882609
24 "STANDING" "Gravity Accelerometer Magnitude" -0.948981014710145
24 "WALKING" "Body Accelerometer" -0.230845270796839
24 "WALKING" "Body Accelerometer Jerk" -0.320923438711063
24 "WALKING" "Body Accelerometer Jerk Magnitude" -0.407791948534483
24 "WALKING" "Body Accelerometer Magnitude" -0.451483097543103
24 "WALKING" "Body Gyroscope" -0.366067308743822
24 "WALKING" "Body Gyroscope Jerk" -0.291632074765517
24 "WALKING" "Body Gyroscope Jerk Magnitude" -0.550722408922414
24 "WALKING" "Body Gyroscope Magnitude" -0.542367333793103
24 "WALKING" "Gravity Accelerometer" -0.36747656691092
24 "WALKING" "Gravity Accelerometer Magnitude" -0.390523816293103
24 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.099971062595197
24 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.202463183886182
24 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.172548635779318
24 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" -0.0736789249828182
24 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.343371141064849
24 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.253043150057576
24 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.477198125681818
24 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.378276660168182
24 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.360516412475758
24 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" -0.0481269142963636
24 "WALKING_UPSTAIRS" "Body Accelerometer" -0.188705190291469
24 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.386016138214421
24 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.454751221737288
24 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.315460414745763
24 "WALKING_UPSTAIRS" "Body Gyroscope" -0.361371384084746
24 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.360747978208531
24 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.649230900677966
24 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.488025221177966
24 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.395349677344633
24 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.266628646016949
25 "LAYING" "Body Accelerometer" -0.582167000563813
25 "LAYING" "Body Accelerometer Jerk" -0.715017697013322
25 "LAYING" "Body Accelerometer Jerk Magnitude" -0.961944330376712
25 "LAYING" "Body Accelerometer Magnitude" -0.658891932325342
25 "LAYING" "Body Gyroscope" -0.680492137235616
25 "LAYING" "Body Gyroscope Jerk" -0.517866470615639
25 "LAYING" "Body Gyroscope Jerk Magnitude" -0.969200585376712
25 "LAYING" "Body Gyroscope Magnitude" -0.856623562328767
25 "LAYING" "Gravity Accelerometer" -0.232897378109589
25 "LAYING" "Gravity Accelerometer Magnitude" -0.604866272020548
25 "SITTING" "Body Accelerometer" -0.714519617720769
25 "SITTING" "Body Accelerometer Jerk" -0.734095732066231
25 "SITTING" "Body Accelerometer Jerk Magnitude" -0.9883543935
25 "SITTING" "Body Accelerometer Magnitude" -0.964857003115385
25 "SITTING" "Body Gyroscope" -0.738387811378205
25 "SITTING" "Body Gyroscope Jerk" -0.526552775677949
25 "SITTING" "Body Gyroscope Jerk Magnitude" -0.992108078576923
25 "SITTING" "Body Gyroscope Magnitude" -0.971720163807692
25 "SITTING" "Gravity Accelerometer" -0.280106800533256
25 "SITTING" "Gravity Accelerometer Magnitude" -0.965206375769231
25 "STANDING" "Body Accelerometer" -0.715835308824358
25 "STANDING" "Body Accelerometer Jerk" -0.73075573119919
25 "STANDING" "Body Accelerometer Jerk Magnitude" -0.982915409493243
25 "STANDING" "Body Accelerometer Magnitude" -0.970824568783784
25 "STANDING" "Body Gyroscope" -0.73082376628277
25 "STANDING" "Body Gyroscope Jerk" -0.523979199150676
25 "STANDING" "Body Gyroscope Jerk Magnitude" -0.983859891756757
25 "STANDING" "Body Gyroscope Magnitude" -0.964256153412162
25 "STANDING" "Gravity Accelerometer" -0.32832062731982
25 "STANDING" "Gravity Accelerometer Magnitude" -0.970369610743243
25 "WALKING" "Body Accelerometer" -0.302521387191216
25 "WALKING" "Body Accelerometer Jerk" -0.41626383298848
25 "WALKING" "Body Accelerometer Jerk Magnitude" -0.541189269763514
25 "WALKING" "Body Accelerometer Magnitude" -0.542469598682432
25 "WALKING" "Body Gyroscope" -0.400691098962016
25 "WALKING" "Body Gyroscope Jerk" -0.360119030817005
25 "WALKING" "Body Gyroscope Jerk Magnitude" -0.740796322432432
25 "WALKING" "Body Gyroscope Magnitude" -0.494041820878378
25 "WALKING" "Gravity Accelerometer" -0.31516748638964
25 "WALKING" "Gravity Accelerometer Magnitude" -0.485445448040541
25 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.22026747587806
25 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.396378375644971
25 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.489331785215517
25 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" -0.281791428038793
25 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.317557592484885
25 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.345623586692701
25 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.681096566724138
25 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.376928599689224
25 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.292080216850575
25 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" -0.239786922267241
25 "WALKING_UPSTAIRS" "Body Accelerometer" -0.264548436690667
25 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.524401214741833
25 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.677975676653846
25 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.462451675923077
25 "WALKING_UPSTAIRS" "Body Gyroscope" -0.380131106155603
25 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.414749001820256
25 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.816363561884615
25 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.415038819670385
25 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.324512696398718
25 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.392889424461538
26 "LAYING" "Body Accelerometer" -0.722309664100768
26 "LAYING" "Body Accelerometer Jerk" -0.733690438298557
26 "LAYING" "Body Accelerometer Jerk Magnitude" -0.989028050361842
26 "LAYING" "Body Accelerometer Magnitude" -0.969246494638158
26 "LAYING" "Body Gyroscope" -0.731320405866667
26 "LAYING" "Body Gyroscope Jerk" -0.531113097861842
26 "LAYING" "Body Gyroscope Jerk Magnitude" -0.990543565197368
26 "LAYING" "Body Gyroscope Magnitude" -0.96449620375
26 "LAYING" "Gravity Accelerometer" -0.353368915087719
26 "LAYING" "Gravity Accelerometer Magnitude" -0.970570116381579
26 "SITTING" "Body Accelerometer" -0.70688545950797
26 "SITTING" "Body Accelerometer Jerk" -0.735878654115427
26 "SITTING" "Body Accelerometer Jerk Magnitude" -0.989971940769231
26 "SITTING" "Body Accelerometer Magnitude" -0.943420380092949
26 "SITTING" "Body Gyroscope" -0.737689346852564
26 "SITTING" "Body Gyroscope Jerk" -0.527667782146962
26 "SITTING" "Body Gyroscope Jerk Magnitude" -0.994173717660256
26 "SITTING" "Body Gyroscope Magnitude" -0.964727372628205
26 "SITTING" "Gravity Accelerometer" -0.256416948173077
26 "SITTING" "Gravity Accelerometer Magnitude" -0.94334138875641
26 "STANDING" "Body Accelerometer" -0.714705520331115
26 "STANDING" "Body Accelerometer Jerk" -0.731605656931194
26 "STANDING" "Body Accelerometer Jerk Magnitude" -0.983404417195946
26 "STANDING" "Body Accelerometer Magnitude" -0.966430885810811
26 "STANDING" "Body Gyroscope" -0.734434176905856
26 "STANDING" "Body Gyroscope Jerk" -0.524790548944369
26 "STANDING" "Body Gyroscope Jerk Magnitude" -0.985468717331081
26 "STANDING" "Body Gyroscope Magnitude" -0.966657063885135
26 "STANDING" "Gravity Accelerometer" -0.335055658099099
26 "STANDING" "Gravity Accelerometer Magnitude" -0.965604496756757
26 "WALKING" "Body Accelerometer" -0.198456865025565
26 "WALKING" "Body Accelerometer Jerk" -0.249171827166201
26 "WALKING" "Body Accelerometer Jerk Magnitude" -0.283103896440678
26 "WALKING" "Body Accelerometer Magnitude" -0.390567048889831
26 "WALKING" "Body Gyroscope" -0.351765308948588
26 "WALKING" "Body Gyroscope Jerk" -0.28071184789209
26 "WALKING" "Body Gyroscope Jerk Magnitude" -0.587064719322034
26 "WALKING" "Body Gyroscope Magnitude" -0.522953784957627
26 "WALKING" "Gravity Accelerometer" -0.329977209658192
26 "WALKING" "Gravity Accelerometer Magnitude" -0.322623742864407
26 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.035290832843815
26 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.151458682566668
26 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.120318331952
26 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.085558046021
26 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.273858816350817
26 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.210761021790767
26 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.46090468435
26 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.3147433785565
26 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.301737732716667
26 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.130690531401
26 "WALKING_UPSTAIRS" "Body Accelerometer" -0.167978099703924
26 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.345348694027894
26 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.356920266045455
26 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.183843554206818
26 "WALKING_UPSTAIRS" "Body Gyroscope" -0.368289423703333
26 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.332194865842061
26 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.663339116
26 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.496044059
26 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.355928975408485
26 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.146790803090909
27 "LAYING" "Body Accelerometer" -0.724981980138514
27 "LAYING" "Body Accelerometer Jerk" -0.733015892995912
27 "LAYING" "Body Accelerometer Jerk Magnitude" -0.988308326790541
27 "LAYING" "Body Accelerometer Magnitude" -0.980674296283784
27 "LAYING" "Body Gyroscope" -0.737803791418896
27 "LAYING" "Body Gyroscope Jerk" -0.530245402497027
27 "LAYING" "Body Gyroscope Jerk Magnitude" -0.99373885875
27 "LAYING" "Body Gyroscope Magnitude" -0.972632558006757
27 "LAYING" "Gravity Accelerometer" -0.345184107927928
27 "LAYING" "Gravity Accelerometer Magnitude" -0.980505914189189
27 "SITTING" "Body Accelerometer" -0.719473105935952
27 "SITTING" "Body Accelerometer Jerk" -0.734835134806702
27 "SITTING" "Body Accelerometer Jerk Magnitude" -0.988993159607143
27 "SITTING" "Body Accelerometer Magnitude" -0.973665026785714
27 "SITTING" "Body Gyroscope" -0.739635879330238
27 "SITTING" "Body Gyroscope Jerk" -0.527137760892857
27 "SITTING" "Body Gyroscope Jerk Magnitude" -0.992626395214286
27 "SITTING" "Body Gyroscope Magnitude" -0.971089673464286
27 "SITTING" "Gravity Accelerometer" -0.267239662359524
27 "SITTING" "Gravity Accelerometer Magnitude" -0.974504171785714
27 "STANDING" "Body Accelerometer" -0.715516667049583
27 "STANDING" "Body Accelerometer Jerk" -0.730679293754939
27 "STANDING" "Body Accelerometer Jerk Magnitude" -0.984170158375
27 "STANDING" "Body Accelerometer Magnitude" -0.96995717234375
27 "STANDING" "Body Gyroscope" -0.735513839231771
27 "STANDING" "Body Gyroscope Jerk" -0.525720402843333
27 "STANDING" "Body Gyroscope Jerk Magnitude" -0.98908736565625
27 "STANDING" "Body Gyroscope Magnitude" -0.968830506625
27 "STANDING" "Gravity Accelerometer" -0.361758448814304
27 "STANDING" "Gravity Accelerometer Magnitude" -0.9695567009375
27 "WALKING" "Body Accelerometer" -0.201840613238838
27 "WALKING" "Body Accelerometer Jerk" -0.21042694571674
27 "WALKING" "Body Accelerometer Jerk Magnitude" -0.25907638120614
27 "WALKING" "Body Accelerometer Magnitude" -0.380957918245614
27 "WALKING" "Body Gyroscope" -0.351063846825409
27 "WALKING" "Body Gyroscope Jerk" -0.29584131522426
27 "WALKING" "Body Gyroscope Jerk Magnitude" -0.610959102982456
27 "WALKING" "Body Gyroscope Magnitude" -0.48635774
27 "WALKING" "Gravity Accelerometer" -0.379866885281871
27 "WALKING" "Gravity Accelerometer Magnitude" -0.323104831140351
27 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0420474519200758
27 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.141693615645265
27 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.0642065834681818
27 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.0769630288818182
